(MMTM_code) PS C:\黄琬婷\作业2\作业2\作业2\FCN分割算法> python train.py
Setting up a new session...
C:\Users\bb009\anaconda3\envs\MMTM_code\lib\site-packages\torchvision\models\_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
C:\Users\bb009\anaconda3\envs\MMTM_code\lib\site-packages\torchvision\models\_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=VGG19_Weights.IMAGENET1K_V1`. You can also use `weights=VGG19_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
Downloading: "https://download.pytorch.org/models/vgg19-dcbb9e9d.pth" to C:\Users\bb009/.cache\torch\hub\checkpoints\vgg19-dcbb9e9d.pth
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████| 548M/548M [00:56<00:00, 10.2MB/s]
epoch 51, 195/540,train loss is 0.035182226449251175
epoch 51, 210/540,train loss is 0.01651926152408123
epoch 51, 225/540,train loss is 0.03071085922420025
epoch 51, 240/540,train loss is 0.019046271219849586
epoch 51, 255/540,train loss is 0.023270225152373314
epoch 51, 270/540,train loss is 0.011107735335826874
epoch 51, 285/540,train loss is 0.00856789294630289
epoch 51, 300/540,train loss is 0.016011256724596024
epoch 51, 315/540,train loss is 0.008058253675699234
epoch 51, 330/540,train loss is 0.016740083694458008
epoch 51, 345/540,train loss is 0.03823769465088844
epoch 51, 360/540,train loss is 0.01153640728443861
epoch 51, 375/540,train loss is 0.008634203113615513
epoch 51, 390/540,train loss is 0.026430955156683922
epoch 51, 405/540,train loss is 0.0138314887881279
epoch 51, 420/540,train loss is 0.02328852191567421
epoch 51, 435/540,train loss is 0.0067627583630383015
epoch 51, 450/540,train loss is 0.010958944447338581
epoch 51, 465/540,train loss is 0.03009621798992157
epoch 51, 480/540,train loss is 0.025463687255978584
epoch 51, 495/540,train loss is 0.03379007801413536
epoch 51, 510/540,train loss is 0.01661507971584797
epoch 51, 525/540,train loss is 0.038075562566518784
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.022162, epoch test loss = 0.132880, Time 00:00:44
epoch 52, 0/540,train loss is 0.011636164970695972
epoch 52, 15/540,train loss is 0.01762981154024601
epoch 52, 30/540,train loss is 0.02811369299888611
epoch 52, 45/540,train loss is 0.007066057994961739
epoch 52, 60/540,train loss is 0.015470488928258419
epoch 52, 75/540,train loss is 0.022716982290148735
epoch 52, 90/540,train loss is 0.007766990922391415
epoch 52, 105/540,train loss is 0.019339669495821
epoch 52, 120/540,train loss is 0.013437812216579914
epoch 52, 135/540,train loss is 0.016119129955768585
epoch 52, 150/540,train loss is 0.015896670520305634
epoch 52, 165/540,train loss is 0.017204103991389275
epoch 52, 180/540,train loss is 0.024553760886192322
epoch 52, 195/540,train loss is 0.037043504416942596
epoch 52, 210/540,train loss is 0.02461814507842064
epoch 52, 225/540,train loss is 0.034801725298166275
epoch 52, 240/540,train loss is 0.01170892920345068
epoch 52, 255/540,train loss is 0.010866950266063213
epoch 52, 270/540,train loss is 0.032501474022865295
epoch 52, 285/540,train loss is 0.025624258443713188
epoch 52, 300/540,train loss is 0.026294779032468796
epoch 52, 315/540,train loss is 0.01070027332752943
epoch 52, 330/540,train loss is 0.029535045847296715
epoch 52, 345/540,train loss is 0.015207883901894093
epoch 52, 360/540,train loss is 0.021416177973151207
epoch 52, 375/540,train loss is 0.018724266439676285
epoch 52, 390/540,train loss is 0.024369744583964348
epoch 52, 405/540,train loss is 0.020095113664865494
epoch 52, 420/540,train loss is 0.020083142444491386
epoch 52, 435/540,train loss is 0.01545932050794363
epoch 52, 450/540,train loss is 0.011397800408303738
epoch 52, 465/540,train loss is 0.015105764381587505
epoch 52, 480/540,train loss is 0.006893035490065813
epoch 52, 495/540,train loss is 0.01700185239315033
epoch 52, 510/540,train loss is 0.02041139081120491
epoch 52, 525/540,train loss is 0.03443901613354683
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.021918, epoch test loss = 0.138837, Time 00:00:44
epoch 53, 0/540,train loss is 0.03827514871954918
epoch 53, 15/540,train loss is 0.014098329469561577
epoch 53, 30/540,train loss is 0.018999585881829262
epoch 53, 45/540,train loss is 0.01789272017776966
epoch 53, 60/540,train loss is 0.015212423168122768
epoch 53, 75/540,train loss is 0.00861401204019785
epoch 53, 90/540,train loss is 0.015375206246972084
epoch 53, 105/540,train loss is 0.009353647008538246
epoch 53, 120/540,train loss is 0.03694432973861694
epoch 53, 135/540,train loss is 0.01260298676788807
epoch 53, 150/540,train loss is 0.030800968408584595
epoch 53, 165/540,train loss is 0.01742882840335369
epoch 53, 180/540,train loss is 0.023981038480997086
epoch 53, 195/540,train loss is 0.01405307836830616
epoch 53, 210/540,train loss is 0.015080475248396397
epoch 53, 225/540,train loss is 0.015250144526362419
epoch 53, 240/540,train loss is 0.036348141729831696
epoch 53, 255/540,train loss is 0.018396388739347458
epoch 53, 270/540,train loss is 0.017532693222165108
epoch 53, 285/540,train loss is 0.015940934419631958
epoch 53, 300/540,train loss is 0.027160262688994408
epoch 53, 315/540,train loss is 0.015469802543520927
epoch 53, 330/540,train loss is 0.016636783257126808
epoch 53, 345/540,train loss is 0.011267164722084999
epoch 53, 360/540,train loss is 0.009997821412980556
epoch 53, 375/540,train loss is 0.026364995166659355
epoch 53, 390/540,train loss is 0.02449261210858822
epoch 53, 405/540,train loss is 0.011556383222341537
epoch 53, 420/540,train loss is 0.0122031569480896
epoch 53, 435/540,train loss is 0.01601618528366089
epoch 53, 450/540,train loss is 0.009131526574492455
epoch 53, 465/540,train loss is 0.012407278642058372
epoch 53, 480/540,train loss is 0.027214983478188515
epoch 53, 495/540,train loss is 0.012780504301190376
epoch 53, 510/540,train loss is 0.02833208441734314
epoch 53, 525/540,train loss is 0.013487229123711586
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.021645, epoch test loss = 0.140070, Time 00:00:44
epoch 54, 0/540,train loss is 0.018108956515789032
epoch 54, 15/540,train loss is 0.010849512182176113
epoch 54, 30/540,train loss is 0.017802130430936813
epoch 54, 45/540,train loss is 0.016597788780927658
epoch 54, 60/540,train loss is 0.014889377169311047
epoch 54, 75/540,train loss is 0.026826350018382072
epoch 54, 90/540,train loss is 0.018764078617095947
epoch 54, 105/540,train loss is 0.008634749799966812
epoch 54, 120/540,train loss is 0.021315034478902817
epoch 54, 135/540,train loss is 0.015458524227142334
epoch 54, 150/540,train loss is 0.02660054713487625
epoch 54, 165/540,train loss is 0.025667475536465645
epoch 54, 180/540,train loss is 0.026588238775730133
epoch 54, 195/540,train loss is 0.015262890607118607
epoch 54, 210/540,train loss is 0.03256494179368019
epoch 54, 225/540,train loss is 0.022558756172657013
epoch 54, 240/540,train loss is 0.009807933121919632
epoch 54, 255/540,train loss is 0.015374146401882172
epoch 54, 270/540,train loss is 0.012822897173464298
epoch 54, 285/540,train loss is 0.01927763968706131
epoch 54, 300/540,train loss is 0.011598772369325161
epoch 54, 315/540,train loss is 0.012093625031411648
epoch 54, 330/540,train loss is 0.011286360211670399
epoch 54, 345/540,train loss is 0.021503621712327003
epoch 54, 360/540,train loss is 0.025941448286175728
epoch 54, 375/540,train loss is 0.023328348994255066
epoch 54, 390/540,train loss is 0.03614695742726326
epoch 54, 405/540,train loss is 0.03638942539691925
epoch 54, 420/540,train loss is 0.015778422355651855
epoch 54, 435/540,train loss is 0.017553839832544327
epoch 54, 450/540,train loss is 0.01333441212773323
epoch 54, 465/540,train loss is 0.025457127019762993
epoch 54, 480/540,train loss is 0.032292094081640244
epoch 54, 495/540,train loss is 0.035952042788267136
epoch 54, 510/540,train loss is 0.006382273975759745
epoch 54, 525/540,train loss is 0.009050004184246063
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.021347, epoch test loss = 0.141870, Time 00:00:44
epoch 55, 0/540,train loss is 0.013536106795072556
epoch 55, 15/540,train loss is 0.0215656366199255
epoch 55, 30/540,train loss is 0.02640656940639019
epoch 55, 45/540,train loss is 0.017828775569796562
epoch 55, 60/540,train loss is 0.009072027169167995
epoch 55, 75/540,train loss is 0.020205626264214516
epoch 55, 90/540,train loss is 0.013040845282375813
epoch 55, 105/540,train loss is 0.011062032543122768
epoch 55, 120/540,train loss is 0.014038150198757648
epoch 55, 135/540,train loss is 0.0066030011512339115
epoch 55, 150/540,train loss is 0.024595685303211212
epoch 55, 165/540,train loss is 0.011213447898626328
epoch 55, 180/540,train loss is 0.02997841313481331
epoch 55, 195/540,train loss is 0.015924649313092232
epoch 55, 210/540,train loss is 0.018392184749245644
epoch 55, 225/540,train loss is 0.010475847870111465
epoch 55, 240/540,train loss is 0.04488878697156906
epoch 55, 255/540,train loss is 0.016151389107108116
epoch 55, 270/540,train loss is 0.021305564790964127
epoch 55, 285/540,train loss is 0.060177531093358994
epoch 55, 300/540,train loss is 0.012955456972122192
epoch 55, 315/540,train loss is 0.01566581055521965
epoch 55, 330/540,train loss is 0.024229221045970917
epoch 55, 345/540,train loss is 0.01735694147646427
epoch 55, 360/540,train loss is 0.015464958734810352
epoch 55, 375/540,train loss is 0.031238052994012833
epoch 55, 390/540,train loss is 0.0255341324955225
epoch 55, 405/540,train loss is 0.016494708135724068
epoch 55, 420/540,train loss is 0.011016953736543655
epoch 55, 435/540,train loss is 0.014913522638380527
epoch 55, 450/540,train loss is 0.008578360080718994
epoch 55, 465/540,train loss is 0.009115255437791348
epoch 55, 480/540,train loss is 0.025385482236742973
epoch 55, 495/540,train loss is 0.017052456736564636
epoch 55, 510/540,train loss is 0.01054408960044384
epoch 55, 525/540,train loss is 0.013836503028869629
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.021078, epoch test loss = 0.139483, Time 00:00:46
saveing checkpoints/fcn_model_55.pt
epoch 56, 0/540,train loss is 0.023761741816997528
epoch 56, 15/540,train loss is 0.018242863938212395
epoch 56, 30/540,train loss is 0.016181373968720436
epoch 56, 45/540,train loss is 0.022732054814696312
epoch 56, 60/540,train loss is 0.008625589311122894
epoch 56, 75/540,train loss is 0.012348498217761517
epoch 56, 90/540,train loss is 0.03572166711091995
epoch 56, 105/540,train loss is 0.02023789845407009
epoch 56, 120/540,train loss is 0.01571902073919773
epoch 56, 135/540,train loss is 0.009010093286633492
epoch 56, 150/540,train loss is 0.02147623524069786
epoch 56, 165/540,train loss is 0.014980394393205643
epoch 56, 180/540,train loss is 0.022548574954271317
epoch 56, 195/540,train loss is 0.02862260304391384
epoch 56, 210/540,train loss is 0.02654268965125084
epoch 56, 225/540,train loss is 0.028351785615086555
epoch 56, 240/540,train loss is 0.03510770946741104
epoch 56, 255/540,train loss is 0.031270869076251984
epoch 56, 270/540,train loss is 0.025682732462882996
epoch 56, 285/540,train loss is 0.010144033469259739
epoch 56, 300/540,train loss is 0.028895627707242966
epoch 56, 315/540,train loss is 0.028067614883184433
epoch 56, 330/540,train loss is 0.026473036035895348
epoch 56, 345/540,train loss is 0.020914863795042038
epoch 56, 360/540,train loss is 0.02629823610186577
epoch 56, 375/540,train loss is 0.011722931638360023
epoch 56, 390/540,train loss is 0.0072608524933457375
epoch 56, 405/540,train loss is 0.015883248299360275
epoch 56, 420/540,train loss is 0.030604222789406776
epoch 56, 435/540,train loss is 0.012425027787685394
epoch 56, 450/540,train loss is 0.017417723312973976
epoch 56, 465/540,train loss is 0.029005255550146103
epoch 56, 480/540,train loss is 0.020978523418307304
epoch 56, 495/540,train loss is 0.019304461777210236
epoch 56, 510/540,train loss is 0.02023577131330967
epoch 56, 525/540,train loss is 0.013287787325680256
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.020906, epoch test loss = 0.143250, Time 00:00:46
epoch 57, 0/540,train loss is 0.030743472278118134
epoch 57, 15/540,train loss is 0.025773247703909874
epoch 57, 30/540,train loss is 0.005818512290716171
epoch 57, 45/540,train loss is 0.010862397961318493
epoch 57, 60/540,train loss is 0.02212868444621563
epoch 57, 75/540,train loss is 0.011969927698373795
epoch 57, 90/540,train loss is 0.013384651392698288
epoch 57, 105/540,train loss is 0.013244323432445526
epoch 57, 120/540,train loss is 0.010866033844649792
epoch 57, 135/540,train loss is 0.01789971999824047
epoch 57, 150/540,train loss is 0.01553452666848898
epoch 57, 165/540,train loss is 0.009712069295346737
epoch 57, 180/540,train loss is 0.012107279151678085
epoch 57, 195/540,train loss is 0.012333120219409466
epoch 57, 210/540,train loss is 0.01595219038426876
epoch 57, 225/540,train loss is 0.02778841182589531
epoch 57, 240/540,train loss is 0.01485381368547678
epoch 57, 255/540,train loss is 0.050135884433984756
epoch 57, 270/540,train loss is 0.026354309171438217
epoch 57, 285/540,train loss is 0.01228331495076418
epoch 57, 300/540,train loss is 0.025683168321847916
epoch 57, 315/540,train loss is 0.018986329436302185
epoch 57, 330/540,train loss is 0.026677101850509644
epoch 57, 345/540,train loss is 0.01159546710550785
epoch 57, 360/540,train loss is 0.016784990206360817
epoch 57, 375/540,train loss is 0.010466675274074078
epoch 57, 390/540,train loss is 0.02449977770447731
epoch 57, 405/540,train loss is 0.02070138230919838
epoch 57, 420/540,train loss is 0.010538275353610516
epoch 57, 435/540,train loss is 0.013010229915380478
epoch 57, 450/540,train loss is 0.025129755958914757
epoch 57, 465/540,train loss is 0.015036883763968945
epoch 57, 480/540,train loss is 0.01571221835911274
epoch 57, 495/540,train loss is 0.014594733715057373
epoch 57, 510/540,train loss is 0.014916805550456047
epoch 57, 525/540,train loss is 0.015342535451054573
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.020492, epoch test loss = 0.142877, Time 00:00:48
epoch 58, 0/540,train loss is 0.02312612533569336
epoch 58, 15/540,train loss is 0.017773708328604698
epoch 58, 30/540,train loss is 0.013420240953564644
epoch 58, 45/540,train loss is 0.011912836693227291
epoch 58, 60/540,train loss is 0.016817361116409302
epoch 58, 75/540,train loss is 0.01698373071849346
epoch 58, 90/540,train loss is 0.011759881861507893
epoch 58, 105/540,train loss is 0.023417729884386063
epoch 58, 120/540,train loss is 0.013766220770776272
epoch 58, 135/540,train loss is 0.050844162702560425
epoch 58, 150/540,train loss is 0.013937931507825851
epoch 58, 165/540,train loss is 0.008605539798736572
epoch 58, 180/540,train loss is 0.02849740907549858
epoch 58, 195/540,train loss is 0.028327560052275658
epoch 58, 210/540,train loss is 0.0143634844571352
epoch 58, 225/540,train loss is 0.024002084508538246
epoch 58, 240/540,train loss is 0.01675669476389885
epoch 58, 255/540,train loss is 0.022508829832077026
epoch 58, 270/540,train loss is 0.01197564322501421
epoch 58, 285/540,train loss is 0.02591201476752758
epoch 58, 300/540,train loss is 0.02229454554617405
epoch 58, 315/540,train loss is 0.01694689877331257
epoch 58, 330/540,train loss is 0.023085035383701324
epoch 58, 345/540,train loss is 0.024747857823967934
epoch 58, 360/540,train loss is 0.017396105453372
epoch 58, 375/540,train loss is 0.02619335614144802
epoch 58, 390/540,train loss is 0.01049240492284298
epoch 58, 405/540,train loss is 0.02092539332807064
epoch 58, 420/540,train loss is 0.009866696782410145
epoch 58, 435/540,train loss is 0.036833226680755615
epoch 58, 450/540,train loss is 0.008468483574688435
epoch 58, 465/540,train loss is 0.014098514802753925
epoch 58, 480/540,train loss is 0.03080884926021099
epoch 58, 495/540,train loss is 0.012582051567733288
epoch 58, 510/540,train loss is 0.015212060883641243
epoch 58, 525/540,train loss is 0.01384140457957983
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.020185, epoch test loss = 0.147935, Time 00:00:45
epoch 59, 0/540,train loss is 0.01497213076800108
epoch 59, 15/540,train loss is 0.00974196009337902
epoch 59, 30/540,train loss is 0.019942814484238625
epoch 59, 45/540,train loss is 0.014159660786390305
epoch 59, 60/540,train loss is 0.01367761567234993
epoch 59, 75/540,train loss is 0.025209350511431694
epoch 59, 90/540,train loss is 0.024212058633565903
epoch 59, 105/540,train loss is 0.017892582342028618
epoch 59, 120/540,train loss is 0.012944079004228115
epoch 59, 135/540,train loss is 0.013139044865965843
epoch 59, 150/540,train loss is 0.009462475776672363
epoch 59, 165/540,train loss is 0.019097665324807167
epoch 59, 180/540,train loss is 0.02059306390583515
epoch 59, 195/540,train loss is 0.024539390578866005
epoch 59, 210/540,train loss is 0.012553045526146889
epoch 59, 225/540,train loss is 0.026357006281614304
epoch 59, 240/540,train loss is 0.010190014727413654
epoch 59, 255/540,train loss is 0.015369059517979622
epoch 59, 270/540,train loss is 0.020681094378232956
epoch 59, 285/540,train loss is 0.015183237381279469
epoch 59, 300/540,train loss is 0.0312222708016634
epoch 59, 315/540,train loss is 0.025221427902579308
epoch 59, 330/540,train loss is 0.020437564700841904
epoch 59, 345/540,train loss is 0.019368406385183334
epoch 59, 360/540,train loss is 0.022163767367601395
epoch 59, 375/540,train loss is 0.012783809565007687
epoch 59, 390/540,train loss is 0.006059485487639904
epoch 59, 405/540,train loss is 0.017612826079130173
epoch 59, 420/540,train loss is 0.011346796527504921
epoch 59, 435/540,train loss is 0.022283164784312248
epoch 59, 450/540,train loss is 0.011146225966513157
epoch 59, 465/540,train loss is 0.012603484094142914
epoch 59, 480/540,train loss is 0.005432399455457926
epoch 59, 495/540,train loss is 0.012847387231886387
epoch 59, 510/540,train loss is 0.009610739536583424
epoch 59, 525/540,train loss is 0.010350738652050495
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.019950, epoch test loss = 0.149693, Time 00:00:45
epoch 60, 0/540,train loss is 0.02494850568473339
epoch 60, 15/540,train loss is 0.019918112084269524
epoch 60, 30/540,train loss is 0.028808580711483955
epoch 60, 45/540,train loss is 0.011649269610643387
epoch 60, 60/540,train loss is 0.02246382273733616
epoch 60, 75/540,train loss is 0.019765129312872887
epoch 60, 90/540,train loss is 0.012187204323709011
epoch 60, 105/540,train loss is 0.01758403889834881
epoch 60, 120/540,train loss is 0.018562670797109604
epoch 60, 135/540,train loss is 0.00860754493623972
epoch 60, 150/540,train loss is 0.012232420034706593
epoch 60, 165/540,train loss is 0.009983954019844532
epoch 60, 180/540,train loss is 0.023496482521295547
epoch 60, 195/540,train loss is 0.005151176359504461
epoch 60, 210/540,train loss is 0.01253686472773552
epoch 60, 225/540,train loss is 0.020989838987588882
epoch 60, 240/540,train loss is 0.022320570424199104
epoch 60, 255/540,train loss is 0.02337583899497986
epoch 60, 270/540,train loss is 0.024353019893169403
epoch 60, 285/540,train loss is 0.00920990388840437
epoch 60, 300/540,train loss is 0.008517645299434662
epoch 60, 315/540,train loss is 0.020381450653076172
epoch 60, 330/540,train loss is 0.011543838307261467
epoch 60, 345/540,train loss is 0.014155571348965168
epoch 60, 360/540,train loss is 0.015458215959370136
epoch 60, 375/540,train loss is 0.01610138639807701
epoch 60, 390/540,train loss is 0.021367983892560005
epoch 60, 405/540,train loss is 0.008662964217364788
epoch 60, 420/540,train loss is 0.009984483011066914
epoch 60, 435/540,train loss is 0.005401520524173975
epoch 60, 450/540,train loss is 0.02178083173930645
epoch 60, 465/540,train loss is 0.008786888793110847
epoch 60, 480/540,train loss is 0.01055116392672062
epoch 60, 495/540,train loss is 0.01404564268887043
epoch 60, 510/540,train loss is 0.01429771352559328
epoch 60, 525/540,train loss is 0.015679972246289253
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.019739, epoch test loss = 0.156506, Time 00:00:46
saveing checkpoints/fcn_model_60.pt
epoch 61, 0/540,train loss is 0.02200482040643692
epoch 61, 15/540,train loss is 0.005400190129876137
epoch 61, 30/540,train loss is 0.0175760630518198
epoch 61, 45/540,train loss is 0.014188895002007484
epoch 61, 60/540,train loss is 0.014535181224346161
epoch 61, 75/540,train loss is 0.013155235908925533
epoch 61, 90/540,train loss is 0.010171900503337383
epoch 61, 105/540,train loss is 0.022058315575122833
epoch 61, 120/540,train loss is 0.00390685023739934
epoch 61, 135/540,train loss is 0.016293175518512726
epoch 61, 150/540,train loss is 0.014904066920280457
epoch 61, 165/540,train loss is 0.011499457061290741
epoch 61, 180/540,train loss is 0.014262405224144459
epoch 61, 195/540,train loss is 0.011387688107788563
epoch 61, 210/540,train loss is 0.013638738542795181
epoch 61, 225/540,train loss is 0.01470554992556572
epoch 61, 240/540,train loss is 0.01572372205555439
epoch 61, 255/540,train loss is 0.02498113550245762
epoch 61, 270/540,train loss is 0.015889154747128487
epoch 61, 285/540,train loss is 0.011128753423690796
epoch 61, 300/540,train loss is 0.01353329885751009
epoch 61, 315/540,train loss is 0.02231704257428646
epoch 61, 330/540,train loss is 0.009205758571624756
epoch 61, 345/540,train loss is 0.018907930701971054
epoch 61, 360/540,train loss is 0.011621608398854733
epoch 61, 375/540,train loss is 0.010988379828631878
epoch 61, 390/540,train loss is 0.02407599426805973
epoch 61, 405/540,train loss is 0.015907030552625656
epoch 61, 420/540,train loss is 0.019936485216021538
epoch 61, 435/540,train loss is 0.020789651200175285
epoch 61, 450/540,train loss is 0.012836898677051067
epoch 61, 465/540,train loss is 0.011610944755375385
epoch 61, 480/540,train loss is 0.008040138520300388
epoch 61, 495/540,train loss is 0.03241407871246338
epoch 61, 510/540,train loss is 0.012462293729186058
epoch 61, 525/540,train loss is 0.01612950675189495
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.019529, epoch test loss = 0.149176, Time 00:00:45
epoch 62, 0/540,train loss is 0.927488386631012
epoch 62, 15/540,train loss is 0.010986244305968285
epoch 62, 30/540,train loss is 0.016316404566168785
epoch 62, 45/540,train loss is 0.01186202373355627
epoch 62, 60/540,train loss is 0.025876201689243317
epoch 62, 75/540,train loss is 0.01023272518068552
epoch 62, 90/540,train loss is 0.013307634741067886
epoch 62, 105/540,train loss is 0.007062678225338459
epoch 62, 120/540,train loss is 0.02008630894124508
epoch 62, 135/540,train loss is 0.02610735036432743
epoch 62, 150/540,train loss is 0.021779589354991913
epoch 62, 165/540,train loss is 0.012908565811812878
epoch 62, 180/540,train loss is 0.01341773197054863
epoch 62, 195/540,train loss is 0.02356237918138504
epoch 62, 210/540,train loss is 0.039023201912641525
epoch 62, 225/540,train loss is 0.023548826575279236
epoch 62, 240/540,train loss is 0.028270594775676727
epoch 62, 255/540,train loss is 0.007773206103593111
epoch 62, 270/540,train loss is 0.022653043270111084
epoch 62, 285/540,train loss is 0.011221179738640785
epoch 62, 300/540,train loss is 0.00941782258450985
epoch 62, 315/540,train loss is 0.007441876921802759
epoch 62, 330/540,train loss is 0.016838792711496353
epoch 62, 345/540,train loss is 0.008203422650694847
epoch 62, 360/540,train loss is 0.016688205301761627
epoch 62, 375/540,train loss is 0.021925171837210655
epoch 62, 390/540,train loss is 0.009471995756030083
epoch 62, 405/540,train loss is 0.018487105146050453
epoch 62, 420/540,train loss is 0.012581474147737026
epoch 62, 435/540,train loss is 0.010166633874177933
epoch 62, 450/540,train loss is 0.02808881551027298
epoch 62, 465/540,train loss is 0.021462006494402885
epoch 62, 480/540,train loss is 0.00829563569277525
epoch 62, 495/540,train loss is 0.01224966999143362
epoch 62, 510/540,train loss is 0.01861027255654335
epoch 62, 525/540,train loss is 0.01243854220956564
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.019276, epoch test loss = 0.146848, Time 00:00:46
epoch 63, 0/540,train loss is 0.023679353296756744
epoch 63, 15/540,train loss is 0.03373032808303833
epoch 63, 30/540,train loss is 0.023351306095719337
epoch 63, 45/540,train loss is 0.02013666182756424
epoch 63, 60/540,train loss is 0.016967087984085083
epoch 63, 75/540,train loss is 0.017029330134391785
epoch 63, 90/540,train loss is 0.010181939229369164
epoch 63, 105/540,train loss is 0.012078273110091686
epoch 63, 120/540,train loss is 0.015120732598006725
epoch 63, 135/540,train loss is 0.02253919467329979
epoch 63, 150/540,train loss is 0.011467565782368183
epoch 63, 165/540,train loss is 0.008463463746011257
epoch 63, 180/540,train loss is 0.009000945836305618
epoch 63, 195/540,train loss is 0.014261097647249699
epoch 63, 210/540,train loss is 0.012124808505177498
epoch 63, 225/540,train loss is 0.022371703758835793
epoch 63, 240/540,train loss is 0.02720675617456436
epoch 63, 255/540,train loss is 0.007285852450877428
epoch 63, 270/540,train loss is 0.01423815917223692
epoch 63, 285/540,train loss is 0.012360096909105778
epoch 63, 300/540,train loss is 0.015942633152008057
epoch 63, 315/540,train loss is 0.020095642656087875
epoch 63, 330/540,train loss is 0.02066849172115326
epoch 63, 345/540,train loss is 0.01737455278635025
epoch 63, 360/540,train loss is 0.016641058027744293
epoch 63, 375/540,train loss is 0.008637597784399986
epoch 63, 390/540,train loss is 0.014475633390247822
epoch 63, 405/540,train loss is 0.022094283252954483
epoch 63, 420/540,train loss is 0.01971815712749958
epoch 63, 435/540,train loss is 0.02203160524368286
epoch 63, 450/540,train loss is 0.021265681833028793
epoch 63, 465/540,train loss is 0.02519676834344864
epoch 63, 480/540,train loss is 0.015092107467353344
epoch 63, 495/540,train loss is 0.014067023992538452
epoch 63, 510/540,train loss is 0.033044904470443726
epoch 63, 525/540,train loss is 0.022136930376291275
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
Testing... Open http://localhost:8097/ to see test result.
epoch train loss = 0.018976, epoch test loss = 0.150654, Time 00:00:45
epoch 64, 0/540,train loss is 0.023647788912057877
epoch 64, 15/540,train loss is 0.014906061813235283
epoch 64, 30/540,train loss is 0.025389298796653748
epoch 64, 45/540,train loss is 0.01157455425709486
epoch 64, 60/540,train loss is 0.019523074850440025
epoch 64, 75/540,train loss is 0.026190731674432755
epoch 64, 90/540,train loss is 0.01823430322110653
epoch 64, 105/540,train loss is 0.004707850515842438
epoch 64, 120/540,train loss is 0.01850317418575287
epoch 64, 135/540,train loss is 0.01595885306596756
epoch 64, 150/540,train loss is 0.01917235553264618
epoch 64, 165/540,train loss is 0.016517935320734978
epoch 64, 180/540,train loss is 0.013164550997316837
epoch 64, 195/540,train loss is 0.011148342862725258
epoch 64, 210/540,train loss is 0.02636168710887432
epoch 64, 225/540,train loss is 0.014537450857460499
epoch 64, 240/540,train loss is 0.007592748384922743
epoch 64, 255/540,train loss is 0.011555448174476624
epoch 64, 270/540,train loss is 0.014012147672474384
epoch 64, 285/540,train loss is 0.010615531355142593
